date,Battery,
2025-02-27T13,1195,1403001
2025-02-27T14,2310,1405311
2025-02-27T15,1411,1406722
2025-02-27T16,531,1407253
2025-02-27T17,-259,1406994
2025-02-27T18,-548,1406446
2025-02-27T19,-700,1405746
2025-02-27T20,-625,1405121
2025-02-27T21,-328,1404793
2025-02-27T22,-291,1404502
2025-02-27T23,-153,1404349
2025-02-28T00,1064,1405413
2025-02-28T01,3861,1409274
2025-02-28T02,3781,1413055
2025-02-28T03,2745,1415800
2025-02-28T04,1433,1417233
2025-02-28T05,1036,1418269
2025-02-28T06,555,1418824
2025-02-28T07,57,1418881
2025-02-28T08,43,1418924
2025-02-28T09,-187,1418737
2025-02-28T10,-175,1418562
2025-02-28T11,-117,1418445
2025-02-28T12,320,1418765
2025-02-28T13,1895,1420660
2025-02-28T14,1140,1421800
2025-02-28T15,692,1422492
2025-02-28T16,353,1422845
2025-02-28T17,-15,1422830
2025-02-28T18,-407,1422423
2025-02-28T19,-468,1421955
2025-02-28T20,-517,1421438
2025-02-28T21,-613,1420825
2025-02-28T22,-549,1420276
2025-02-28T23,-282,1419994
2025-03-01T00,1446,1421440
2025-03-01T01,3792,1425232
2025-03-01T02,3366,1428598
2025-03-01T03,1640,1430238
2025-03-01T04,996,1431234
2025-03-01T05,794,1432028
2025-03-01T06,743,1432771
2025-03-01T07,689,1433460
2025-03-01T08,79,1433539
2025-03-01T09,194,1433733
2025-03-01T10,240,1433973
2025-03-01T11,313,1434286
2025-03-01T12,1028,1435314
2025-03-01T13,1949,1437263
2025-03-01T14,783,1438046
2025-03-01T15,260,1438306
2025-03-01T16,133,1438439
2025-03-01T17,-262,1438177
2025-03-01T18,-277,1437900
2025-03-01T19,-507,1437393
2025-03-01T20,-597,1436796
2025-03-01T21,-517,1436279
2025-03-01T22,-537,1435742
2025-03-01T23,20,1435762
2025-03-02T00,1717,1437479
2025-03-02T01,3368,1440847
2025-03-02T02,2000,1442847
2025-03-02T03,1471,1444318
2025-03-02T04,1249,1445567
2025-03-02T05,1229,1446796
2025-03-02T06,884,1447680
2025-03-02T07,361,1448041
2025-03-02T08,217,1448258
2025-03-02T09,148,1448406
2025-03-02T10,155,1448561
2025-03-02T11,208,1448769
2025-03-02T12,239,1449008
2025-03-02T13,842,1449850
2025-03-02T14,739,1450589
2025-03-02T15,-77,1450512
2025-03-02T16,118,1450630
2025-03-02T17,-271,1450359
2025-03-02T18,-454,1449905
2025-03-02T19,-533,1449372
2025-03-02T20,-503,1448869
2025-03-02T21,-639,1448230
2025-03-02T22,-563,1447667
2025-03-02T23,-23,1447644
2025-03-03T00,1032,1448676
2025-03-03T01,3438,1452114
2025-03-03T02,4308,1456422
2025-03-03T03,2326,1458748
2025-03-03T04,942,1459690
2025-03-03T05,642,1460332
2025-03-03T06,394,1460726
2025-03-03T07,48,1460774
2025-03-03T08,115,1460889
2025-03-03T09,-136,1460753
2025-03-03T10,-91,1460662
2025-03-03T11,-119,1460543
2025-03-03T12,369,1460912
2025-03-03T13,1858,1462770
2025-03-03T14,1376,1464146
2025-03-03T15,1373,1465519
2025-03-03T16,734,1466253
2025-03-03T17,71,1466324
2025-03-03T18,-270,1466054
2025-03-03T19,-219,1465835
2025-03-03T20,-370,1465465
2025-03-03T21,-72,1465393
2025-03-03T22,244,1465637
2025-03-03T23,-11,1465626
2025-03-04T00,305,1465931
2025-03-04T01,1556,1467487
2025-03-04T02,1879,1469366
2025-03-04T03,1572,1470938
2025-03-04T04,904,1471842
2025-03-04T05,423,1472265
2025-03-04T06,619,1472884
2025-03-04T07,415,1473299
2025-03-04T08,19,1473318
2025-03-04T09,-59,1473259
2025-03-04T10,-115,1473144
2025-03-04T11,122,1473266
2025-03-04T12,389,1473655
2025-03-04T13,1009,1474664
2025-03-04T14,1703,1476367
2025-03-04T15,811,1477178
2025-03-04T16,513,1477691
2025-03-04T17,-140,1477551
2025-03-04T18,31,1477582
2025-03-04T19,-145,1477437
2025-03-04T20,-380,1477057
2025-03-04T21,-341,1476716
2025-03-04T22,-307,1476409
2025-03-04T23,-518,1475891
2025-03-05T00,476,1476367
2025-03-05T01,1041,1477408
2025-03-05T02,2395,1479803
2025-03-05T03,1948,1481751
2025-03-05T04,1383,1483134
2025-03-05T05,892,1484026
2025-03-05T06,686,1484712
2025-03-05T07,204,1484916
2025-03-05T08,37,1484953
2025-03-05T09,-189,1484764
2025-03-05T10,-85,1484679
2025-03-05T11,55,1484734
2025-03-05T12,358,1485092
2025-03-05T13,2628,1487720
2025-03-05T14,1274,1488994
2025-03-05T15,217,1489211
2025-03-05T16,283,1489494
2025-03-05T17,159,1489653
2025-03-05T18,-216,1489437
2025-03-05T19,-325,1489112
2025-03-05T20,-532,1488580
2025-03-05T21,-419,1488161
2025-03-05T22,-475,1487686
2025-03-05T23,-277,1487409
2025-03-06T00,1844,1489253
2025-03-06T01,4565,1493818
2025-03-06T02,3050,1496868
2025-03-06T03,1573,1498441
2025-03-06T04,945,1499386
2025-03-06T05,832,1500218
2025-03-06T06,511,1500729
2025-03-06T07,31,1500760
2025-03-06T08,-36,1500724
2025-03-06T09,-172,1500552
2025-03-06T10,-129,1500423
2025-03-06T11,-146,1500277
2025-03-06T12,300,1500577
2025-03-06T13,2248,1502825
2025-03-06T14,810,1503635
2025-03-06T15,722,1504357
2025-03-06T16,272,1504629
2025-03-06T17,296,1504925
2025-03-06T18,-260,1504665
2025-03-06T19,-340,1504325
2025-03-06T20,-203,1504122
2025-03-06T21,-330,1503792
2025-03-06T22,-541,1503251
2025-03-06T23,-110,1503141
2025-03-07T00,627,1503768
2025-03-07T01,1503,1505271
2025-03-07T02,2049,1507320
2025-03-07T03,1945,1509265
2025-03-07T04,998,1510263
2025-03-07T05,520,1510783
2025-03-07T06,489,1511272
2025-03-07T07,149,1511421
2025-03-07T08,234,1511655
2025-03-07T09,241,1511896
2025-03-07T10,320,1512216
2025-03-07T11,291,1512507
2025-03-07T12,871,1513378
2025-03-07T13,2434,1515812
2025-03-07T14,1423,1517235
2025-03-07T15,852,1518087
2025-03-07T16,213,1518300
2025-03-07T17,-238,1518062
2025-03-07T18,-416,1517646
2025-03-07T19,-470,1517176
2025-03-07T20,-502,1516674
2025-03-07T21,-323,1516351
2025-03-07T22,-362,1515989
2025-03-07T23,30,1516019
2025-03-08T00,885,1516904
2025-03-08T01,2829,1519733
2025-03-08T02,2594,1522327
2025-03-08T03,1506,1523833
2025-03-08T04,1061,1524894
2025-03-08T05,962,1525856
2025-03-08T06,666,1526522
2025-03-08T07,228,1526750
2025-03-08T08,-27,1526723
2025-03-08T09,-98,1526625
2025-03-08T10,19,1526644
2025-03-08T11,50,1526694
2025-03-08T12,124,1526818
2025-03-08T13,25,1526843
2025-03-08T14,336,1527179
2025-03-08T15,252,1527431
2025-03-08T16,53,1527484
2025-03-08T17,-432,1527052
2025-03-08T18,-603,1526449
2025-03-08T19,-527,1525922
2025-03-08T20,-380,1525542
2025-03-08T21,239,1525781
2025-03-08T22,-4,1525777
2025-03-08T23,162,1525939
2025-03-09T00,450,1526389
2025-03-09T01,1335,1527724
2025-03-09T02,1862,1529586
2025-03-09T03,1899,1531485
2025-03-09T04,1456,1532941
2025-03-09T05,1106,1534047
2025-03-09T06,980,1535027
2025-03-09T07,59,1535086
2025-03-09T08,-231,1534855
2025-03-09T09,-97,1534758
2025-03-09T10,-96,1534662
2025-03-09T11,116,1534778
2025-03-09T12,668,1535446
2025-03-09T13,1808,1537254
2025-03-09T14,1390,1538644
2025-03-09T15,273,1538917
2025-03-09T16,371,1539288
2025-03-09T17,-64,1539224
2025-03-09T18,-383,1538841
2025-03-09T19,-385,1538456
2025-03-09T20,-468,1537988
2025-03-09T21,-637,1537351
2025-03-09T22,-539,1536812
2025-03-09T23,-319,1536493
2025-03-10T00,687,1537180
2025-03-10T01,1682,1538862
2025-03-10T02,2920,1541782
2025-03-10T03,2786,1544568
2025-03-10T04,1990,1546558
2025-03-10T05,1005,1547563
2025-03-10T06,284,1547847
2025-03-10T07,209,1548056
2025-03-10T08,-99,1547957
2025-03-10T09,-118,1547839
2025-03-10T10,-90,1547749
2025-03-10T11,307,1548056
2025-03-10T12,1632,1549688
2025-03-10T13,3236,1552924
2025-03-10T14,1370,1554294
2025-03-10T15,377,1554671
2025-03-10T16,32,1554703
2025-03-10T17,-170,1554533
2025-03-10T18,-307,1554226
2025-03-10T19,-417,1553809
2025-03-10T20,-706,1553103
2025-03-10T21,-694,1552409
2025-03-10T22,-530,1551879
2025-03-10T23,-366,1551513
2025-03-11T00,1857,1553370
2025-03-11T01,4610,1557980
2025-03-11T02,2747,1560727
2025-03-11T03,1378,1562105
2025-03-11T04,654,1562759
2025-03-11T05,561,1563320
2025-03-11T06,241,1563561
2025-03-11T07,0,1563561
2025-03-11T08,-38,1563523
2025-03-11T09,-211,1563312
2025-03-11T10,-10,1563302
2025-03-11T11,33,1563335
2025-03-11T12,1012,1564347
2025-03-11T13,2603,1566950
2025-03-11T14,1167,1568117
2025-03-11T15,344,1568461
2025-03-11T16,157,1568618
2025-03-11T17,-14,1568604
2025-03-11T18,-371,1568233
2025-03-11T19,-674,1567559
2025-03-11T20,-735,1566824
2025-03-11T21,-411,1566413
2025-03-11T22,-660,1565753
2025-03-11T23,36,1565789
2025-03-12T00,1096,1566885
2025-03-12T01,4504,1571389
2025-03-12T02,3193,1574582
2025-03-12T03,1416,1575998
2025-03-12T04,666,1576664
2025-03-12T05,283,1576947
2025-03-12T06,627,1577574
2025-03-12T07,56,1577630
2025-03-12T08,-92,1577538
2025-03-12T09,-42,1577496
2025-03-12T10,19,1577515
2025-03-12T11,362,1577877
2025-03-12T12,1085,1578962
2025-03-12T13,2816,1581778
2025-03-12T14,1533,1583311
2025-03-12T15,405,1583716
2025-03-12T16,169,1583885
2025-03-12T17,74,1583959
2025-03-12T18,-241,1583718
2025-03-12T19,-252,1583466
2025-03-12T20,-247,1583219
2025-03-12T21,-272,1582947
2025-03-12T22,106,1583053
2025-03-12T23,175,1583228
2025-03-13T00,735,1583963
2025-03-13T01,2582,1586545
2025-03-13T02,3184,1589729
2025-03-13T03,1282,1591011
2025-03-13T04,678,1591689
2025-03-13T05,466,1592155
2025-03-13T06,452,1592607
2025-03-13T07,202,1592809
2025-03-13T08,101,1592910
2025-03-13T09,54,1592964
2025-03-13T10,-87,1592877
2025-03-13T11,220,1593097
2025-03-13T12,1698,1594795
2025-03-13T13,3310,1598105
2025-03-13T14,1386,1599491
2025-03-13T15,374,1599865
2025-03-13T16,153,1600018
2025-03-13T17,-261,1599757
2025-03-13T18,-492,1599265
2025-03-13T19,-424,1598841
2025-03-13T20,-457,1598384
2025-03-13T21,-57,1598327
2025-03-13T22,-51,1598276
2025-03-13T23,265,1598541
2025-03-14T00,1246,1599787
2025-03-14T01,2593,1602380
2025-03-14T02,2319,1604699
2025-03-14T03,1152,1605851
2025-03-14T04,411,1606262
2025-03-14T05,163,1606425
2025-03-14T06,7,1606432
2025-03-14T07,10,1606442
2025-03-14T08,18,1606460
2025-03-14T09,200,1606660
2025-03-14T10,408,1607068
2025-03-14T11,611,1607679
2025-03-14T12,908,1608587
2025-03-14T13,1303,1609890
2025-03-14T14,699,1610589
2025-03-14T15,561,1611150
2025-03-14T16,272,1611422
2025-03-14T17,-5,1611417
2025-03-14T18,-269,1611148
2025-03-14T19,-645,1610503
2025-03-14T20,-601,1609902
2025-03-14T21,-627,1609275
2025-03-14T22,-526,1608749
2025-03-14T23,17,1608766
2025-03-15T00,859,1609625
2025-03-15T01,1949,1611574
2025-03-15T02,2330,1613904
2025-03-15T03,1724,1615628
2025-03-15T04,1658,1617286
2025-03-15T05,966,1618252
2025-03-15T06,1320,1619572
2025-03-15T07,1058,1620630
2025-03-15T08,649,1621279
2025-03-15T09,92,1621371
2025-03-15T10,-64,1621307
2025-03-15T11,8,1621315
2025-03-15T12,278,1621593
2025-03-15T13,1271,1622864
2025-03-15T14,1026,1623890
2025-03-15T15,268,1624158
2025-03-15T16,-88,1624070
2025-03-15T17,29,1624099
2025-03-15T18,-299,1623800
2025-03-15T19,-320,1623480
2025-03-15T20,-858,1622622
2025-03-15T21,-649,1621973
2025-03-15T22,-596,1621377
2025-03-15T23,-486,1620891
2025-03-16T00,141,1621032
2025-03-16T01,1557,1622589
2025-03-16T02,2855,1625444
2025-03-16T03,3491,1628935
2025-03-16T04,2906,1631841
2025-03-16T05,1261,1633102
2025-03-16T06,1032,1634134
2025-03-16T07,276,1634410
2025-03-16T08,-98,1634312
2025-03-16T09,-117,1634195
2025-03-16T10,-132,1634063
2025-03-16T11,-40,1634023
2025-03-16T12,534,1634557
2025-03-16T13,1040,1635597
2025-03-16T14,303,1635900
2025-03-16T15,308,1636208
2025-03-16T16,-176,1636032
2025-03-16T17,-427,1635605
2025-03-16T18,-365,1635240
2025-03-16T19,-421,1634819
2025-03-16T20,-729,1634090
2025-03-16T21,-595,1633495
2025-03-16T22,-357,1633138
2025-03-16T23,-205,1632933
2025-03-17T00,723,1633656
2025-03-17T01,3784,1637440
2025-03-17T02,4130,1641570
2025-03-17T03,2225,1643795
2025-03-17T04,1334,1645129
2025-03-17T05,848,1645977
2025-03-17T06,212,1646189
2025-03-17T07,152,1646341
2025-03-17T08,31,1646372
2025-03-17T09,-16,1646356
2025-03-17T10,-61,1646295
2025-03-17T11,6,1646301
2025-03-17T12,608,1646909
2025-03-17T13,2132,1649041
2025-03-17T14,1292,1650333
2025-03-17T15,546,1650879
2025-03-17T16,210,1651089
2025-03-17T17,-47,1651042
2025-03-17T18,-272,1650770
2025-03-17T19,-428,1650342
2025-03-17T20,-753,1649589
2025-03-17T21,-650,1648939
2025-03-17T22,-589,1648350
2025-03-17T23,-386,1647964
2025-03-18T00,434,1648398
2025-03-18T01,2309,1650707
2025-03-18T02,2897,1653604
2025-03-18T03,1927,1655531
2025-03-18T04,1222,1656753
2025-03-18T05,610,1657363
2025-03-18T06,169,1657532
2025-03-18T07,68,1657600
2025-03-18T08,101,1657701
2025-03-18T09,-78,1657623
2025-03-18T10,-173,1657450
2025-03-18T11,177,1657627
2025-03-18T12,987,1658614
2025-03-18T13,1694,1660308
2025-03-18T14,928,1661236
2025-03-18T15,563,1661799
2025-03-18T16,-48,1661751
2025-03-18T17,-262,1661489
2025-03-18T18,-468,1661021
2025-03-18T19,-519,1660502
2025-03-18T20,-645,1659857
2025-03-18T21,-608,1659249
2025-03-18T22,-478,1658771
2025-03-18T23,89,1658860
2025-03-19T00,1038,1659898
2025-03-19T01,2458,1662356
2025-03-19T02,2671,1665027
2025-03-19T03,1617,1666644
2025-03-19T04,1033,1667677
2025-03-19T05,585,1668262
2025-03-19T06,302,1668564
2025-03-19T07,96,1668660
2025-03-19T08,178,1668838
2025-03-19T09,161,1668999
2025-03-19T10,196,1669195
2025-03-19T11,772,1669967
2025-03-19T12,1891,1671858
2025-03-19T13,3105,1674963
2025-03-19T14,2065,1677028
2025-03-19T15,763,1677791
2025-03-19T16,-75,1677716
2025-03-19T17,-192,1677524
2025-03-19T18,-276,1677248
2025-03-19T19,-207,1677041
2025-03-19T20,-529,1676512
2025-03-19T21,-523,1675989
2025-03-19T22,-422,1675567
2025-03-19T23,-147,1675420
2025-03-20T00,261,1675681
2025-03-20T01,882,1676563
2025-03-20T02,2049,1678612
2025-03-20T03,2009,1680621
2025-03-20T04,1033,1681654
2025-03-20T05,514,1682168
2025-03-20T06,163,1682331
2025-03-20T07,-13,1682318
2025-03-20T08,-42,1682276
2025-03-20T09,24,1682300
2025-03-20T10,42,1682342
2025-03-20T11,209,1682551
2025-03-20T12,2135,1684686
2025-03-20T13,3857,1688543
2025-03-20T14,2409,1690952
2025-03-20T15,979,1691931
2025-03-20T16,103,1692034
2025-03-20T17,-241,1691793
2025-03-20T18,-305,1691488
2025-03-20T19,-427,1691061
2025-03-20T20,-661,1690400
2025-03-20T21,-726,1689674
2025-03-20T22,-309,1689365
2025-03-20T23,211,1689576
2025-03-21T00,694,1690270
2025-03-21T01,4143,1694413
2025-03-21T02,3206,1697619
2025-03-21T03,1859,1699478
2025-03-21T04,1336,1700814
2025-03-21T05,723,1701537
2025-03-21T06,394,1701931
2025-03-21T07,144,1702075
2025-03-21T08,-25,1702050
2025-03-21T09,-67,1701983
2025-03-21T10,-36,1701947
2025-03-21T11,261,1702208
2025-03-21T12,1414,1703622
2025-03-21T13,2487,1706109
2025-03-21T14,942,1707051
2025-03-21T15,352,1707403
2025-03-21T16,-322,1707081
2025-03-21T17,-223,1706858
2025-03-21T18,-203,1706655
2025-03-21T19,-343,1706312
2025-03-21T20,-443,1705869
2025-03-21T21,-194,1705675
2025-03-21T22,13,1705688
2025-03-21T23,363,1706051
2025-03-22T00,1072,1707123
2025-03-22T01,3870,1710993
2025-03-22T02,3341,1714334
2025-03-22T03,2297,1716631
2025-03-22T04,1842,1718473
2025-03-22T05,1275,1719748
2025-03-22T06,442,1720190
2025-03-22T07,103,1720293
2025-03-22T08,171,1720464
2025-03-22T09,158,1720622
2025-03-22T10,67,1720689
2025-03-22T11,120,1720809
2025-03-22T12,1684,1722493
2025-03-22T13,2293,1724786
2025-03-22T14,318,1725104
2025-03-22T15,-49,1725055
2025-03-22T16,-232,1724823
2025-03-22T17,-380,1724443
2025-03-22T18,-836,1723607
2025-03-22T19,-874,1722733
2025-03-22T20,-712,1722021
2025-03-22T21,-289,1721732
2025-03-22T22,62,1721794
2025-03-22T23,370,1722164
2025-03-23T00,752,1722916
2025-03-23T01,2214,1725130
2025-03-23T02,3451,1728581
2025-03-23T03,2895,1731476
2025-03-23T04,2282,1733758
2025-03-23T05,1750,1735508
2025-03-23T06,326,1735834
2025-03-23T07,56,1735890
2025-03-23T08,-56,1735834
2025-03-23T09,-69,1735765
2025-03-23T10,-44,1735721
2025-03-23T11,188,1735909
2025-03-23T12,877,1736786
2025-03-23T13,1467,1738253
2025-03-23T14,972,1739225
2025-03-23T15,55,1739280
2025-03-23T16,-88,1739192
2025-03-23T17,-397,1738795
2025-03-23T18,-583,1738212
2025-03-23T19,-479,1737733
2025-03-23T20,-827,1736906
2025-03-23T21,-888,1736018
2025-03-23T22,-410,1735608
2025-03-23T23,148,1735756
2025-03-24T00,447,1736203
2025-03-24T01,2548,1738751
2025-03-24T02,3765,1742516
2025-03-24T03,2756,1745272
2025-03-24T04,2242,1747514
2025-03-24T05,1789,1749303
2025-03-24T06,863,1750166
2025-03-24T07,383,1750549
2025-03-24T08,-21,1750528
2025-03-24T09,-70,1750458
2025-03-24T10,209,1750667
2025-03-24T11,261,1750928
2025-03-24T12,1418,1752346
2025-03-24T13,2683,1755029
2025-03-24T14,822,1755851
2025-03-24T15,423,1756274
2025-03-24T16,-289,1755985
2025-03-24T17,-613,1755372
2025-03-24T18,-779,1754593
2025-03-24T19,-825,1753768
2025-03-24T20,-715,1753053
2025-03-24T21,-586,1752467
2025-03-24T22,-415,1752052
2025-03-24T23,23,1752075
2025-03-25T00,922,1752997
2025-03-25T01,4724,1757721
2025-03-25T02,5544,1763265
2025-03-25T03,3385,1766650
2025-03-25T04,1961,1768611
2025-03-25T05,1188,1769799
2025-03-25T06,533,1770332
2025-03-25T07,168,1770500
2025-03-25T08,-77,1770423
2025-03-25T09,-203,1770220
2025-03-25T10,-197,1770023
2025-03-25T11,152,1770175
2025-03-25T12,1120,1771295
2025-03-25T13,1448,1772743
2025-03-25T14,1214,1773957
2025-03-25T15,349,1774306
2025-03-25T16,-250,1774056
2025-03-25T17,-441,1773615
2025-03-25T18,-564,1773051
2025-03-25T19,-662,1772389
2025-03-25T20,-543,1771846
2025-03-25T21,-198,1771648
2025-03-25T22,-53,1771595
2025-03-25T23,235,1771830
2025-03-26T00,2136,1773966
2025-03-26T01,4722,1778688
2025-03-26T02,3581,1782269
2025-03-26T03,2212,1784481
2025-03-26T04,1792,1786273
2025-03-26T05,1305,1787578
2025-03-26T06,506,1788084
2025-03-26T07,151,1788235
2025-03-26T08,28,1788263
2025-03-26T09,-158,1788105
2025-03-26T10,-118,1787987
2025-03-26T11,-25,1787962
2025-03-26T12,1048,1789010
2025-03-26T13,2428,1791438
2025-03-26T14,938,1792376
2025-03-26T15,253,1792629
2025-03-26T16,-531,1792098
2025-03-26T17,-706,1791392
2025-03-26T18,-635,1790757
2025-03-26T19,-558,1790199
2025-03-26T20,-417,1789782
2025-03-26T21,-7,1789775
2025-03-26T22,420,1790195
2025-03-26T23,273,1790468
2025-03-27T00,638,1791106
2025-03-27T01,1627,1792733
2025-03-27T02,3221,1795954
2025-03-27T03,2427,1798381
2025-03-27T04,1758,1800139
2025-03-27T05,1507,1801646
2025-03-27T06,473,1802119
2025-03-27T07,109,1802228
2025-03-27T08,58,1802286
2025-03-27T09,-66,1802220
2025-03-27T10,-112,1802108
2025-03-27T11,-88,1802020
2025-03-27T12,1036,1803056
2025-03-27T13,2392,1805448
2025-03-27T14,1406,1806854
2025-03-27T15,526,1807380
2025-03-27T16,-331,1807049
2025-03-27T17,-456,1806593
2025-03-27T18,-600,1805993
2025-03-27T19,-631,1805362
2025-03-27T20,-434,1804928
2025-03-27T21,-18,1804910
2025-03-27T22,470,1805380
2025-03-27T23,705,1806085
2025-03-28T00,656,1806741
2025-03-28T01,1284,1808025
2025-03-28T02,3425,1811450
2025-03-28T03,3301,1814751
2025-03-28T04,1995,1816746
2025-03-28T05,1649,1818395
2025-03-28T06,930,1819325
2025-03-28T07,327,1819652
2025-03-28T08,94,1819746
2025-03-28T09,-35,1819711
2025-03-28T10,-48,1819663
2025-03-28T11,192,1819855
2025-03-28T12,1427,1821282
2025-03-28T13,2717,1823999
2025-03-28T14,2426,1826425
2025-03-28T15,545,1826970
2025-03-28T16,-544,1826426
2025-03-28T17,-568,1825858
2025-03-28T18,-371,1825487
2025-03-28T19,-179,1825308
2025-03-28T20,-460,1824848
2025-03-28T21,-282,1824566
2025-03-28T22,197,1824763
2025-03-28T23,168,1824931
2025-03-29T00,882,1825813
2025-03-29T01,3804,1829617
2025-03-29T02,3601,1833218
2025-03-29T03,2502,1835720
2025-03-29T04,2282,1838002
2025-03-29T05,1360,1839362
2025-03-29T06,475,1839837
2025-03-29T07,278,1840115
2025-03-29T08,430,1840545
2025-03-29T09,403,1840948
2025-03-29T10,256,1841204
2025-03-29T11,-152,1841052
2025-03-29T12,131,1841183
2025-03-29T13,863,1842046
2025-03-29T14,1603,1843649
2025-03-29T15,611,1844260
2025-03-29T16,-192,1844068
2025-03-29T17,-471,1843597
2025-03-29T18,-440,1843157
2025-03-29T19,-491,1842666
2025-03-29T20,-782,1841884
2025-03-29T21,-768,1841116
2025-03-29T22,-631,1840485
2025-03-29T23,-76,1840409
2025-03-30T00,864,1841273
2025-03-30T01,2308,1843581
2025-03-30T02,4345,1847926
2025-03-30T03,3592,1851518
2025-03-30T04,2840,1854358
2025-03-30T05,1922,1856280
2025-03-30T06,1060,1857340
2025-03-30T07,602,1857942
2025-03-30T08,246,1858188
2025-03-30T09,118,1858306
2025-03-30T10,123,1858429
2025-03-30T11,150,1858579
2025-03-30T12,333,1858912
2025-03-30T13,598,1859510
2025-03-30T14,212,1859722
2025-03-30T15,213,1859935
2025-03-30T16,-233,1859702
2025-03-30T17,-440,1859262
2025-03-30T18,-605,1858657
2025-03-30T19,-555,1858102
2025-03-30T20,-798,1857304
2025-03-30T21,-621,1856683
2025-03-30T22,-607,1856076
2025-03-30T23,305,1856381
2025-03-31T00,1156,1857537
2025-03-31T01,4596,1862133
2025-03-31T02,4878,1867011
2025-03-31T03,2885,1869896
2025-03-31T04,2259,1872155
2025-03-31T05,1621,1873776
2025-03-31T06,689,1874465
2025-03-31T07,315,1874780
2025-03-31T08,405,1875185
2025-03-31T09,307,1875492
2025-03-31T10,-39,1875453
2025-03-31T11,-236,1875217
2025-03-31T12,1587,1876804
2025-03-31T13,2309,1879113
2025-03-31T14,1146,1880259
2025-03-31T15,227,1880486
2025-03-31T16,-357,1880129
2025-03-31T17,-334,1879795
2025-03-31T18,-428,1879367
2025-03-31T19,-691,1878676
2025-03-31T20,-653,1878023
2025-03-31T21,-699,1877324
2025-03-31T22,-619,1876705
2025-03-31T23,-141,1876564
2025-04-01T00,1303,1877867
2025-04-01T01,4652,1882519
2025-04-01T02,4688,1887207
2025-04-01T03,2874,1890081
2025-04-01T04,1746,1891827
2025-04-01T05,1251,1893078
2025-04-01T06,759,1893837
2025-04-01T07,300,1894137
2025-04-01T08,-5,1894132
2025-04-01T09,-91,1894041
2025-04-01T10,46,1894087
2025-04-01T11,-75,1894012
2025-04-01T12,831,1894843
2025-04-01T13,1222,1896065
2025-04-01T14,734,1896799
2025-04-01T15,469,1897268
2025-04-01T16,157,1897425
2025-04-01T17,-221,1897204
2025-04-01T18,-371,1896833
2025-04-01T19,-556,1896277
2025-04-01T20,-847,1895430
2025-04-01T21,-500,1894930
2025-04-01T22,208,1895138
2025-04-01T23,177,1895315
2025-04-02T00,752,1896067
2025-04-02T01,2413,1898480
2025-04-02T02,4125,1902605
2025-04-02T03,2245,1904850
2025-04-02T04,2174,1907024
2025-04-02T05,1631,1908655
2025-04-02T06,626,1909281
2025-04-02T07,205,1909486
2025-04-02T08,3,1909489
2025-04-02T09,38,1909527
2025-04-02T10,-101,1909426
2025-04-02T11,18,1909444
2025-04-02T12,415,1909859
2025-04-02T13,1655,1911514
2025-04-02T14,1569,1913083
2025-04-02T15,608,1913691
2025-04-02T16,-196,1913495
2025-04-02T17,-442,1913053
2025-04-02T18,-460,1912593
2025-04-02T19,-67,1912526
2025-04-02T20,-75,1912451
2025-04-02T21,-193,1912258
2025-04-02T22,25,1912283
2025-04-02T23,461,1912744
2025-04-03T00,1358,1914102
2025-04-03T01,4398,1918500
2025-04-03T02,4776,1923276
2025-04-03T03,2930,1926206
2025-04-03T04,2212,1928418
2025-04-03T05,1777,1930195
2025-04-03T06,502,1930697
2025-04-03T07,237,1930934
2025-04-03T08,190,1931124
2025-04-03T09,27,1931151
2025-04-03T10,-164,1930987
2025-04-03T11,-119,1930868
2025-04-03T12,131,1930999
2025-04-03T13,606,1931605
2025-04-03T14,1073,1932678
2025-04-03T15,389,1933067
2025-04-03T16,-272,1932795
2025-04-03T17,-644,1932151
2025-04-03T18,-681,1931470
2025-04-03T19,-165,1931305
2025-04-03T20,-270,1931035
2025-04-03T21,-129,1930906
2025-04-03T22,-434,1930472
2025-04-03T23,20,1930492
2025-04-04T00,15,1930507
2025-04-04T01,1378,1931885
2025-04-04T02,2320,1934205
2025-04-04T03,2630,1936835
2025-04-04T04,1938,1938773
2025-04-04T05,1410,1940183
2025-04-04T06,393,1940576
2025-04-04T07,105,1940681
2025-04-04T08,-55,1940626
2025-04-04T09,38,1940664
2025-04-04T10,567,1941231
2025-04-04T11,880,1942111
2025-04-04T12,2262,1944373
2025-04-04T13,2737,1947110
2025-04-04T14,1911,1949021
2025-04-04T15,537,1949558
2025-04-04T16,-244,1949314
2025-04-04T17,-106,1949208
2025-04-04T18,-353,1948855
2025-04-04T19,-550,1948305
2025-04-04T20,-585,1947720
2025-04-04T21,-728,1946992
2025-04-04T22,-266,1946726
2025-04-04T23,-41,1946685
2025-04-05T00,370,1947055
2025-04-05T01,1327,1948382
2025-04-05T02,3230,1951612
2025-04-05T03,2605,1954217
2025-04-05T04,2105,1956322
2025-04-05T05,1702,1958024
2025-04-05T06,229,1958253
2025-04-05T07,440,1958693
2025-04-05T08,207,1958900
2025-04-05T09,115,1959015
2025-04-05T10,89,1959104
2025-04-05T11,-9,1959095
2025-04-05T12,259,1959354
2025-04-05T13,526,1959880
2025-04-05T14,904,1960784
2025-04-05T15,334,1961118
2025-04-05T16,-202,1960916
2025-04-05T17,-123,1960793
2025-04-05T18,-607,1960186
2025-04-05T19,-733,1959453
